Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,MORT-30-AMI Achievement Threshold,MORT-30-AMI Benchmark,MORT-30-AMI Baseline Rate,MORT-30-AMI Performance Rate,MORT-30-AMI Achievement Points,MORT-30-AMI Improvement Points,MORT-30-AMI Measure Score,MORT-30-HF Achievement Threshold,MORT-30-HF Benchmark,MORT-30-HF Baseline Rate,MORT-30-HF Performance Rate,MORT-30-HF Achievement Points,MORT-30-HF Improvement Points,MORT-30-HF Measure Score,MORT-30-PN Achievement Threshold,MORT-30-PN Benchmark,MORT-30-PN Baseline Rate,MORT-30-PN Performance Rate,MORT-30-PN Achievement Points,MORT-30-PN Improvement Points,MORT-30-PN Measure Score,MORT-30-COPD Achievement Threshold,MORT-30-COPD Benchmark,MORT-30-COPD Baseline Rate,MORT-30-COPD Performance Rate,MORT-30-COPD Achievement Points,MORT-30-COPD Improvement Points,MORT-30-COPD Measure Score,MORT-30-CABG Achievement Threshold,MORT-30-CABG Benchmark,MORT-30-CABG Baseline Rate,MORT-30-CABG Performance Rate,MORT-30-CABG Achievement Points,MORT-30-CABG Improvement Points,MORT-30-CABG Measure Score,COMP-HIP-KNEE Achievement Threshold,COMP-HIP-KNEE Benchmark,COMP-HIP-KNEE Baseline Rate,COMP-HIP-KNEE Performance Rate,COMP-HIP-KNEE Achievement Points,COMP-HIP-KNEE Improvement Points,COMP-HIP-KNEE Measure Score
2024,220086,BETH ISRAEL DEACONESS MEDICAL CENTER,330 BROOKLINE AVENUE,BOSTON,MA,2215,SUFFOLK,0.869247,0.887868,0.886125,0.894676,10 out of 10,9 out of 9,10 out of 10,0.882308,0.907733,0.917485,0.918222,10 out of 10,9 out of 9,10 out of 10,0.840281,0.872976,0.865002,0.872942,9 out of 10,9 out of 9,9 out of 10,0.916491,0.934002,0.923306,0.923026,4 out of 10,0 out of 9,4 out of 10,0.969499,0.980319,0.970042,0.978274,8 out of 10,8 out of 9,8 out of 10,0.025396,0.018159,0.030509,0.025923,0 out of 10,3 out of 9,3 out of 10
2024,220090,MILFORD REGIONAL MEDICAL CENTER,14 PROSPECT STREET,MILFORD,MA,1757,WORCESTER,0.869247,0.887868,0.878225,0.884987,8 out of 10,7 out of 9,8 out of 10,0.882308,0.907733,0.875210,0.893890,5 out of 10,5 out of 9,5 out of 10,0.840281,0.872976,0.881411,0.836405,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.925417,0.933173,9 out of 10,9 out of 9,9 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.027215,0.025432,0 out of 10,1 out of 9,1 out of 10
2024,220095,HEYWOOD HOSPITAL,242 GREEN STREET,GARDNER,MA,1440,WORCESTER,0.869247,0.887868,0.881344,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.884500,0.877715,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.832395,0.803387,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.917336,0.916003,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.025312,0.024128,2 out of 10,1 out of 9,2 out of 10
2024,220098,NASHOBA VALLEY MEDICAL CENTER,200 GROTON ROAD,AYER,MA,1432,MIDDLESEX,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.883732,0.887348,2 out of 10,1 out of 9,2 out of 10,0.840281,0.872976,0.851139,0.830801,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.916837,0.914422,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.030777,0.027520,0 out of 10,2 out of 9,2 out of 10
2024,220100,SOUTH SHORE HOSPITAL,55 FOGG ROAD,SOUTH WEYMOUTH,MA,2190,NORFOLK,0.869247,0.887868,0.883776,0.894034,10 out of 10,9 out of 9,10 out of 10,0.882308,0.907733,0.879237,0.902893,8 out of 10,8 out of 9,8 out of 10,0.840281,0.872976,0.849410,0.823873,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.926454,0.935745,10 out of 10,9 out of 9,10 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.028454,0.032355,0 out of 10,0 out of 9,0 out of 10
2024,220101,NEWTON-WELLESLEY HOSPITAL,2014 WASHINGTON STREET,NEWTON,MA,2462,MIDDLESEX,0.869247,0.887868,0.875436,0.869026,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.903520,0.911609,10 out of 10,9 out of 9,10 out of 10,0.840281,0.872976,0.883669,0.824499,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.921556,0.931576,8 out of 10,8 out of 9,8 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.021715,0.028252,0 out of 10,0 out of 9,0 out of 10
2024,220105,WINCHESTER HOSPITAL,41 HIGHLAND AVENUE,WINCHESTER,MA,1890,MIDDLESEX,0.869247,0.887868,0.880547,0.874986,3 out of 10,0 out of 9,3 out of 10,0.882308,0.907733,0.904139,0.905535,9 out of 10,3 out of 9,9 out of 10,0.840281,0.872976,0.863960,0.834020,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.947779,0.933934,9 out of 10,0 out of 9,9 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.020620,0.026386,0 out of 10,0 out of 9,0 out of 10
2024,220108,BETH ISRAEL DEACONESS HOSPITAL - MILTON,199 REEDSDALE ROAD,MILTON,MA,2186,NORFOLK,0.869247,0.887868,0.883011,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.888979,0.896740,6 out of 10,4 out of 9,6 out of 10,0.840281,0.872976,0.884181,0.858044,5 out of 10,0 out of 9,5 out of 10,0.916491,0.934002,0.938226,0.911440,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.018537,0.021393,5 out of 10,0 out of 9,5 out of 10
2024,220110,BRIGHAM AND WOMEN'S HOSPITAL,75 FRANCIS STREET,BOSTON,MA,2115,SUFFOLK,0.869247,0.887868,0.894581,0.899928,10 out of 10,9 out of 9,10 out of 10,0.882308,0.907733,0.913162,0.905034,9 out of 10,0 out of 9,9 out of 10,0.840281,0.872976,0.882754,0.846787,2 out of 10,0 out of 9,2 out of 10,0.916491,0.934002,0.931775,0.925184,5 out of 10,0 out of 9,5 out of 10,0.969499,0.980319,0.981616,0.981835,10 out of 10,9 out of 9,10 out of 10,0.025396,0.018159,0.018932,0.023627,3 out of 10,0 out of 9,3 out of 10
2024,220111,GOOD SAMARITAN MEDICAL CENTER,235 NORTH PEARL STREET,BROCKTON,MA,2301,PLYMOUTH,0.869247,0.887868,0.890307,0.877443,4 out of 10,0 out of 9,4 out of 10,0.882308,0.907733,0.890226,0.890851,4 out of 10,0 out of 9,4 out of 10,0.840281,0.872976,0.834813,0.846710,2 out of 10,3 out of 9,3 out of 10,0.916491,0.934002,0.932794,0.920787,3 out of 10,0 out of 9,3 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.031153,0.036000,0 out of 10,0 out of 9,0 out of 10
2024,220116,TUFTS MEDICAL CENTER,800 WASHINGTON STREET,BOSTON,MA,2111,SUFFOLK,0.869247,0.887868,0.859441,0.867776,0 out of 10,2 out of 9,2 out of 10,0.882308,0.907733,0.884116,0.894283,5 out of 10,4 out of 9,5 out of 10,0.840281,0.872976,0.867258,0.843320,1 out of 10,0 out of 9,1 out of 10,0.916491,0.934002,0.915982,0.922049,3 out of 10,3 out of 9,3 out of 10,0.969499,0.980319,0.977584,0.975692,6 out of 10,0 out of 9,6 out of 10,0.025396,0.018159,0.025236,0.029974,0 out of 10,0 out of 9,0 out of 10
2024,220119,FAULKNER HOSPITAL-BRIGHAM AND WOMEN'S,1153 CENTRE STREET,BOSTON,MA,2130,SUFFOLK,0.869247,0.887868,0.881115,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.901822,0.916902,10 out of 10,9 out of 9,10 out of 10,0.840281,0.872976,0.880463,0.855645,5 out of 10,0 out of 9,5 out of 10,0.916491,0.934002,0.930863,0.931493,8 out of 10,2 out of 9,8 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023905,0.019358,8 out of 10,7 out of 9,8 out of 10
2024,220135,FALMOUTH HOSPITAL,67 & 100 TER HEUN DRIVE,FALMOUTH,MA,2540,BARNSTABLE,0.869247,0.887868,0.894755,0.888267,10 out of 10,0 out of 9,10 out of 10,0.882308,0.907733,0.903237,0.889253,3 out of 10,0 out of 9,3 out of 10,0.840281,0.872976,0.873946,0.844406,2 out of 10,0 out of 9,2 out of 10,0.916491,0.934002,0.927231,0.935489,10 out of 10,9 out of 9,10 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.035189,0.023005,3 out of 10,7 out of 9,7 out of 10
2024,220163,UMASS MEMORIAL MEDICAL CENTER/UNIVERSITY CAMPUS,55 LAKE AVENUE NORTH,WORCESTER,MA,1655,WORCESTER,0.869247,0.887868,0.868517,0.882296,7 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.913753,0.887953,2 out of 10,0 out of 9,2 out of 10,0.840281,0.872976,0.848644,0.842008,1 out of 10,0 out of 9,1 out of 10,0.916491,0.934002,0.924039,0.917923,1 out of 10,0 out of 9,1 out of 10,0.969499,0.980319,0.977165,0.972369,3 out of 10,0 out of 9,3 out of 10,0.025396,0.018159,0.022903,0.028729,0 out of 10,0 out of 9,0 out of 10
2024,220171,LAHEY HOSPITAL & MEDICAL CENTER  BURLINGTON,41 & 45 MALL ROAD,BURLINGTON,MA,1803,MIDDLESEX,0.869247,0.887868,0.891117,0.876711,4 out of 10,0 out of 9,4 out of 10,0.882308,0.907733,0.905843,0.908397,10 out of 10,9 out of 9,10 out of 10,0.840281,0.872976,0.867024,0.856660,5 out of 10,0 out of 9,5 out of 10,0.916491,0.934002,0.944901,0.916358,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.980830,0.979420,9 out of 10,0 out of 9,9 out of 10,0.025396,0.018159,0.035312,0.027247,0 out of 10,4 out of 9,4 out of 10
2024,220175,METROWEST MEDICAL CENTER,115 LINCOLN STREET,FRAMINGHAM,MA,1701,MIDDLESEX,0.869247,0.887868,0.869934,0.882442,7 out of 10,6 out of 9,7 out of 10,0.882308,0.907733,0.900358,0.884404,1 out of 10,0 out of 9,1 out of 10,0.840281,0.872976,0.850593,0.854732,4 out of 10,1 out of 9,4 out of 10,0.916491,0.934002,0.917335,0.907478,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.027382,0.027451,0 out of 10,0 out of 9,0 out of 10
2024,220176,ST VINCENT HOSPITAL,123 SUMMER STREET,WORCESTER,MA,1608,WORCESTER,0.869247,0.887868,0.863926,0.885636,8 out of 10,9 out of 9,9 out of 10,0.882308,0.907733,0.883577,0.890020,3 out of 10,2 out of 9,3 out of 10,0.840281,0.872976,0.848890,0.824565,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.925442,0.922459,4 out of 10,0 out of 9,4 out of 10,0.969499,0.980319,0.950593,0.970720,2 out of 10,6 out of 9,6 out of 10,0.025396,0.018159,0.024900,0.022280,4 out of 10,3 out of 9,4 out of 10
2024,220177,NANTUCKET COTTAGE HOSPITAL,57 PROSPECT STREET,NANTUCKET,MA,2554,NANTUCKET,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.879944,0.882926,1 out of 10,1 out of 9,1 out of 10,0.840281,0.872976,0.860424,0.833427,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,Not Available,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,Not Available,Not Available,Not Available,Not Available,Not Available
2024,230002,ST JOE MERCY HOSPITAL SYSTEM LIVONIA,36475 FIVE MILE ROAD,LIVONIA,MI,48154,WAYNE,0.869247,0.887868,0.883592,0.864989,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.883950,0.871720,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.853180,0.811686,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.926150,0.923957,4 out of 10,0 out of 9,4 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.030201,0.020249,7 out of 10,8 out of 9,8 out of 10
2024,230003,SPECTRUM HEALTH ZEELAND COMMUNITY HOSPITAL,8333 FELCH ST,ZEELAND,MI,49464,OTTAWA,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.896120,0.886841,2 out of 10,0 out of 9,2 out of 10,0.840281,0.872976,0.837279,0.813275,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.924857,Not Available,Not Available,Not Available,Not Available,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026107,Not Available,Not Available,Not Available,Not Available
2024,230005,PROMEDICA CHARLES AND VIRGINIA HICKMAN HOSPITAL,5640 N ADRIAN HIGHWAY,ADRIAN,MI,49221,LENAWEE,0.869247,0.887868,0.861511,0.868574,0 out of 10,2 out of 9,2 out of 10,0.882308,0.907733,0.882639,0.870667,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.852912,0.825380,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.922899,0.913294,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029164,0.030996,0 out of 10,0 out of 9,0 out of 10
2024,230015,THREE RIVERS HEALTH,701 S HEALTH PARKWAY,THREE RIVERS,MI,49093,ST. JOSEPH,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.873754,Not Available,Not Available,Not Available,Not Available,0.840281,0.872976,0.805168,0.802458,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.916468,0.911088,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023959,0.027570,0 out of 10,0 out of 9,0 out of 10
2024,230017,BRONSON METHODIST HOSPITAL,601 JOHN STREET,KALAMAZOO,MI,49007,KALAMAZOO,0.869247,0.887868,0.853027,0.876711,4 out of 10,6 out of 9,6 out of 10,0.882308,0.907733,0.850455,0.852756,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.823893,0.796183,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.913150,0.910510,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.961244,0.974357,5 out of 10,6 out of 9,6 out of 10,0.025396,0.018159,0.017236,0.020382,7 out of 10,0 out of 9,7 out of 10
2024,230019,ASCENSION PROVIDENCE HOSPITAL  SOUTHFIELD AND NOVI,16001 W NINE MILE RD,SOUTHFIELD,MI,48075,OAKLAND,0.869247,0.887868,0.885273,0.877219,4 out of 10,0 out of 9,4 out of 10,0.882308,0.907733,0.907737,0.900695,7 out of 10,0 out of 9,7 out of 10,0.840281,0.872976,0.870437,0.855494,5 out of 10,0 out of 9,5 out of 10,0.916491,0.934002,0.938174,0.926090,5 out of 10,0 out of 9,5 out of 10,0.969499,0.980319,0.978042,0.975463,5 out of 10,0 out of 9,5 out of 10,0.025396,0.018159,0.026306,0.023901,2 out of 10,2 out of 9,2 out of 10
2024,230020,BEAUMONT HOSPITAL - DEARBORN,18101 OAKWOOD BLVD,DEARBORN,MI,48124,WAYNE,0.869247,0.887868,0.891669,0.885484,8 out of 10,0 out of 9,8 out of 10,0.882308,0.907733,0.909118,0.904750,8 out of 10,0 out of 9,8 out of 10,0.840281,0.872976,0.870378,0.842328,1 out of 10,0 out of 9,1 out of 10,0.916491,0.934002,0.934663,0.923974,4 out of 10,0 out of 9,4 out of 10,0.969499,0.980319,0.977823,0.971867,2 out of 10,0 out of 9,2 out of 10,0.025396,0.018159,0.022072,0.030195,0 out of 10,0 out of 9,0 out of 10
2024,230021,LAKELAND HOSPITAL  ST JOSEPH,1234 NAPIER AVENUE,ST JOSEPH,MI,49085,BERRIEN,0.869247,0.887868,0.873477,0.880363,6 out of 10,4 out of 9,6 out of 10,0.882308,0.907733,0.851849,0.890544,3 out of 10,6 out of 9,6 out of 10,0.840281,0.872976,0.823550,0.840213,0 out of 10,3 out of 9,3 out of 10,0.916491,0.934002,0.906430,0.890102,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.972893,0.972568,3 out of 10,0 out of 9,3 out of 10,0.025396,0.018159,0.020070,0.027201,0 out of 10,0 out of 9,0 out of 10
2024,230022,PROMEDICA COLDWATER REGIONAL HOSPITAL,274 E CHICAGO ST,COLDWATER,MI,49036,BRANCH,0.869247,0.887868,0.843989,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.864985,0.879481,0 out of 10,3 out of 9,3 out of 10,0.840281,0.872976,0.832364,0.796724,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.901970,0.899499,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026091,0.028549,0 out of 10,0 out of 9,0 out of 10
2024,230024,SINAI-GRACE HOSPITAL,6071 W OUTER DRIVE,DETROIT,MI,48235,WAYNE,0.869247,0.887868,0.881450,0.868164,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.912939,0.890938,4 out of 10,0 out of 9,4 out of 10,0.840281,0.872976,0.865764,0.801651,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.923901,0.910987,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.943790,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026597,0.034109,0 out of 10,0 out of 9,0 out of 10
2024,230029,TRINITY HEALTH OAKLAND HOSPITAL,44405 WOODWARD AVE,PONTIAC,MI,48341,OAKLAND,0.869247,0.887868,0.887351,0.867022,0 out of 10,0 out of 9,0 out of 10,0.882308,0.907733,0.897888,0.878670,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.857138,0.813415,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.926606,0.893884,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.961332,0.978090,8 out of 10,8 out of 9,8 out of 10,0.025396,0.018159,0.022516,0.023783,3 out of 10,0 out of 9,3 out of 10
2024,230030,MYMICHIGAN MEDICAL CENTER ALMA,300 E WARWICK DR,ALMA,MI,48801,GRATIOT,0.869247,0.887868,0.861840,0.872546,2 out of 10,4 out of 9,4 out of 10,0.882308,0.907733,0.872722,0.876283,0 out of 10,1 out of 9,1 out of 10,0.840281,0.872976,0.805069,0.834344,0 out of 10,4 out of 9,4 out of 10,0.916491,0.934002,0.905774,0.910224,0 out of 10,1 out of 9,1 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.020382,0.034980,0 out of 10,0 out of 9,0 out of 10
2024,230031,LAKE HURON MEDICAL CENTER,2601 ELECTRIC AVENUE,PORT HURON,MI,48060,ST. CLAIR,0.869247,0.887868,0.864118,0.877087,4 out of 10,5 out of 9,5 out of 10,0.882308,0.907733,0.900025,0.901021,7 out of 10,1 out of 9,7 out of 10,0.840281,0.872976,0.847861,0.811255,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.917211,0.904522,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.021880,0.027469,0 out of 10,0 out of 9,0 out of 10
2024,230035,SPECTRUM HEALTH UNITED HOSPITAL,615 S BOWER STREET,GREENVILLE,MI,48838,MONTCALM,0.869247,0.887868,Not Available,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.882049,0.894116,5 out of 10,4 out of 9,5 out of 10,0.840281,0.872976,0.868027,0.845422,2 out of 10,0 out of 9,2 out of 10,0.916491,0.934002,0.924077,0.887756,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029195,Not Available,Not Available,Not Available,Not Available
2024,230036,MYMICHIGAN MEDICAL CENTER ALPENA,1501 W CHISHOLM ST,ALPENA,MI,49707,ALPENA,0.869247,0.887868,0.856115,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.877800,0.874944,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.846035,0.837967,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.915400,0.919534,2 out of 10,2 out of 9,2 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029818,0.018899,9 out of 10,9 out of 9,9 out of 10
2024,230037,HILLSDALE HOSPITAL,168 S HOWELL STREET,HILLSDALE,MI,49242,HILLSDALE,0.869247,0.887868,0.870379,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.880728,0.876016,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.829422,0.814790,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.927095,0.895790,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.026002,Not Available,Not Available,Not Available,Not Available
2024,230038,SPECTRUM HEALTH,100 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,KENT,0.869247,0.887868,0.862975,0.883788,8 out of 10,8 out of 9,8 out of 10,0.882308,0.907733,0.870509,0.874039,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.844177,0.855509,5 out of 10,3 out of 9,5 out of 10,0.916491,0.934002,0.896443,0.896003,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.973395,0.976883,7 out of 10,5 out of 9,7 out of 10,0.025396,0.018159,0.019986,0.025135,1 out of 10,0 out of 9,1 out of 10
2024,230041,MCLAREN BAY REGION,1900 COLUMBUS AVE,BAY CITY,MI,48708,BAY,0.869247,0.887868,0.864891,0.869141,0 out of 10,1 out of 9,1 out of 10,0.882308,0.907733,0.898300,0.890998,4 out of 10,0 out of 9,4 out of 10,0.840281,0.872976,0.846416,0.828207,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.918079,0.898342,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.971852,0.972294,3 out of 10,0 out of 9,3 out of 10,0.025396,0.018159,0.019206,0.023311,3 out of 10,0 out of 9,3 out of 10
2024,230046,UNIVERSITY OF MICHIGAN HEALTH SYSTEM,1500 E MEDICAL CENTER DRIVE  SPC 5474,ANN ARBOR,MI,48109,WASHTENAW,0.869247,0.887868,0.894772,0.893627,10 out of 10,0 out of 9,10 out of 10,0.882308,0.907733,0.904642,0.903864,8 out of 10,0 out of 9,8 out of 10,0.840281,0.872976,0.881529,0.851019,3 out of 10,0 out of 9,3 out of 10,0.916491,0.934002,0.924677,0.914848,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.973923,0.974221,4 out of 10,0 out of 9,4 out of 10,0.025396,0.018159,0.021692,0.024603,1 out of 10,0 out of 9,1 out of 10
2024,230047,HENRY FORD MACOMB HOSPITAL,15855 NINETEEN MILE RD,CLINTON TOWNSHIP,MI,48038,MACOMB,0.869247,0.887868,0.891823,0.880280,6 out of 10,0 out of 9,6 out of 10,0.882308,0.907733,0.886310,0.894623,5 out of 10,3 out of 9,5 out of 10,0.840281,0.872976,0.849405,0.825958,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.921805,0.911360,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.972050,0.977287,7 out of 10,6 out of 9,7 out of 10,0.025396,0.018159,0.021989,0.024457,2 out of 10,0 out of 9,2 out of 10
2024,230053,HENRY FORD HEALTH HOSPITAL,2799 W GRAND BLVD,DETROIT,MI,48202,WAYNE,0.869247,0.887868,0.877711,0.869280,1 out of 10,0 out of 9,1 out of 10,0.882308,0.907733,0.897308,0.881946,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.864549,0.821412,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.913779,0.915461,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,0.968918,0.974700,5 out of 10,5 out of 9,5 out of 10,0.025396,0.018159,0.032895,0.033971,0 out of 10,0 out of 9,0 out of 10
2024,230054,UPHS MARQUETTE DLP HOSPITAL,850 W BARAGA AVE,MARQUETTE,MI,49855,MARQUETTE,0.869247,0.887868,0.865132,0.871740,2 out of 10,2 out of 9,2 out of 10,0.882308,0.907733,0.864667,0.865983,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.840083,0.804554,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.899674,0.914580,0 out of 10,4 out of 9,4 out of 10,0.969499,0.980319,0.969058,0.973878,4 out of 10,4 out of 9,4 out of 10,0.025396,0.018159,0.024675,0.023646,3 out of 10,1 out of 9,3 out of 10
2024,230055,DICKINSON COUNTY MEMORIAL HOSPITAL,1721 S STEPHENSON AVE,IRON MOUNTAIN,MI,49801,DICKINSON,0.869247,0.887868,0.866602,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.893852,0.885330,2 out of 10,0 out of 9,2 out of 10,0.840281,0.872976,0.844408,0.830800,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.910144,0.880520,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.029922,0.024943,1 out of 10,4 out of 9,4 out of 10
2024,230058,MUNSON HEALTHCARE GRAYLING HOSPITAL,1100 E MICHIGAN AVE,GRAYLING,MI,49738,CRAWFORD,0.869247,0.887868,0.870157,Not Available,Not Available,Not Available,Not Available,0.882308,0.907733,0.881613,0.873360,0 out of 10,0 out of 9,0 out of 10,0.840281,0.872976,0.827943,0.832046,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.915667,0.908384,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023109,0.028255,0 out of 10,0 out of 9,0 out of 10
2024,230059,MERCY HEALTH SAINT MARY'S,200 JEFFERSON AVENUE SE,GRAND RAPIDS,MI,49503,KENT,0.869247,0.887868,0.859312,0.879887,6 out of 10,7 out of 9,7 out of 10,0.882308,0.907733,0.880222,0.884907,1 out of 10,1 out of 9,1 out of 10,0.840281,0.872976,0.863156,0.821315,0 out of 10,0 out of 9,0 out of 10,0.916491,0.934002,0.920210,0.897416,0 out of 10,0 out of 9,0 out of 10,0.969499,0.980319,Not Available,Not Available,Not Available,Not Available,Not Available,0.025396,0.018159,0.023099,0.025523,0 out of 10,0 out of 9,0 out of 10
