Fiscal Year,Facility ID,Facility Name,Address,City/Town,State,ZIP Code,County/Parish,HAI-1 Achievement Threshold,HAI-1 Benchmark,HAI-1 Baseline Rate,HAI-1 Performance Rate,HAI-1 Achievement Points,HAI-1 Improvement Points,HAI-1 Measure Score,HAI-2 Achievement Threshold,HAI-2 Benchmark,HAI-2 Baseline Rate,HAI-2 Performance Rate,HAI-2 Achievement Points,HAI-2 Improvement Points,HAI-2 Measure Score,Combined SSI Measure Score,HAI-3 Achievement Threshold,HAI-3 Benchmark,HAI-3 Baseline Rate,HAI-3 Performance Rate,HAI-3 Achievement Points,HAI-3 Improvement Points,HAI-3 Measure Score,HAI-4 Achievement Threshold,HAI-4 Benchmark,HAI-4 Baseline Rate,HAI-4 Performance Rate,HAI-4 Achievement Points,HAI-4 Improvement Points,HAI-4 Measure Score,HAI-5 Achievement Threshold,HAI-5 Benchmark,HAI-5 Baseline Rate,HAI-5 Performance Rate,HAI-5 Achievement Points,HAI-5 Improvement Points,HAI-5 Measure Score,HAI-6 Achievement Threshold,HAI-6 Benchmark,HAI-6 Baseline Rate,HAI-6 Performance Rate,HAI-6 Achievement Points,HAI-6 Improvement Points,HAI-6 Measure Score
2024,340039,IREDELL MEMORIAL HOSPITAL INC,557 BROOKDALE DR,STATESVILLE,NC,28677,IREDELL,0.589,0,0.715,1.149,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.309,1.403,0 out of 10,0 out of 9,0 out of 10,6 out of 10,0.717,0,2.288,0.834,0 out of 10,6 out of 9,6 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,1.028,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,1.188,0.709,0 out of 10,4 out of 9,4 out of 10
2024,340040,ECU HEALTH MEDICAL CENTER,2100 STANTONSBURG RD,GREENVILLE,NC,27834,PITT,0.589,0,0.822,0.980,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.534,1.210,0 out of 10,2 out of 9,2 out of 10,2 out of 10,0.717,0,1.539,1.509,0 out of 10,0 out of 9,0 out of 10,0.738,0,1.807,0.272,6 out of 10,8 out of 9,8 out of 10,0.726,0,0.759,0.861,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.389,0.461,2 out of 10,0 out of 9,2 out of 10
2024,340041,CALDWELL MEMORIAL HOSPITAL,321 MULBERRY ST SW,LENOIR,NC,28645,CALDWELL,0.589,0,0.656,0.478,2 out of 10,2 out of 9,2 out of 10,0.65,0,1.475,0.991,0 out of 10,3 out of 9,3 out of 10,Not Available,0.717,0,0.000,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,1.407,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.583,0.375,3 out of 10,3 out of 9,3 out of 10
2024,340042,ONSLOW MEMORIAL HOSPITAL,317 WESTERN BOULEVARD,JACKSONVILLE,NC,28540,ONSLOW,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,2.571,Not Available,Not Available,Not Available,Not Available,10 out of 10,0.717,0,1.388,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.522,4.310,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,1.360,0.170,7 out of 10,8 out of 9,8 out of 10
2024,340047,NORTH CAROLINA BAPTIST HOSPITAL,MEDICAL CENTER BOULEVARD,WINSTON-SALEM,NC,27157,FORSYTH,0.589,0,1.241,1.368,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.350,0.626,1 out of 10,0 out of 9,1 out of 10,0 out of 10,0.717,0,0.675,1.635,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.839,1.462,0 out of 10,0 out of 9,0 out of 10,0.726,0,1.818,1.817,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.492,0.655,0 out of 10,0 out of 9,0 out of 10
2024,340050,SOUTHEASTERN REGIONAL MEDICAL CENTER,300 W 27 ST  PO BOX 1408,LUMBERTON,NC,28359,ROBESON,0.589,0,1.897,1.999,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.621,1.182,0 out of 10,0 out of 9,0 out of 10,4 out of 10,0.717,0,1.403,0.814,0 out of 10,4 out of 9,4 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.330,0.309,6 out of 10,0 out of 9,6 out of 10,0.52,0.014,0.325,0.222,6 out of 10,3 out of 9,6 out of 10
2024,340051,WATAUGA MEDICAL CENTER,336 DEERFIELD ROAD,BOONE,NC,28607,WATAUGA,0.589,0,Not Available,2.686,0 out of 10,Not Available,0 out of 10,0.65,0,Not Available,1.348,0 out of 10,Not Available,0 out of 10,10 out of 10,0.717,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.649,1 out of 10,Not Available,1 out of 10,0.52,0.014,1.639,0.175,7 out of 10,9 out of 9,9 out of 10
2024,340053,NOVANT HEALTH PRESBYTERIAN MEDICAL CENTER,200 HAWTHORNE LANE BOX 33549,CHARLOTTE,NC,28233,MECKLENBURG,0.589,0,0.986,1.102,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.714,0.378,4 out of 10,4 out of 9,4 out of 10,0 out of 10,0.717,0,0.643,0.824,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.790,0.681,1 out of 10,1 out of 9,1 out of 10,0.726,0,0.593,0.890,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.256,0.280,5 out of 10,0 out of 9,5 out of 10
2024,340060,UNC ROCKINGHAM,117 E KINGS HIGHWAY,EDEN,NC,27288,ROCKINGHAM,0.589,0,Not Available,0.788,0 out of 10,Not Available,0 out of 10,0.65,0,0.000,2.099,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,2.185,0 out of 10,0 out of 9,0 out of 10
2024,340061,UNIVERSITY OF NORTH CAROLINA HOSPITAL,101 MANNING DRIVE,CHAPEL HILL,NC,27514,ORANGE,0.589,0,1.092,1.065,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.678,0.854,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.717,0,1.521,0.875,0 out of 10,4 out of 9,4 out of 10,0.738,0,1.355,1.227,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.344,0.917,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.635,0.596,0 out of 10,0 out of 9,0 out of 10
2024,340064,WILKES REGIONAL MEDICAL CENTER,1370 WEST D ST,NORTH WILKESBORO,NC,28659,WILKES,0.589,0,0.000,1.159,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.773,0.527,2 out of 10,3 out of 9,3 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,3.795,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.539,1.246,0 out of 10,0 out of 9,0 out of 10
2024,340068,COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,COLUMBUS,0.589,0,0.826,1.685,0 out of 10,0 out of 9,0 out of 10,0.65,0,Not Available,2.654,0 out of 10,Not Available,0 out of 10,0 out of 10,0.717,0,0.000,0.826,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,2.751,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.438,0.903,0 out of 10,0 out of 9,0 out of 10
2024,340069,WAKEMED  RALEIGH CAMPUS,3000 NEW BERN AVE,RALEIGH,NC,27610,WAKE,0.589,0,1.278,1.113,0 out of 10,1 out of 9,1 out of 10,0.65,0,0.793,0.336,5 out of 10,5 out of 9,5 out of 10,0 out of 10,0.717,0,1.799,1.689,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.776,1.691,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.810,0.780,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.446,0.222,6 out of 10,5 out of 9,6 out of 10
2024,340070,ALAMANCE REGIONAL MEDICAL CENTER,1240 HUFFMAN MILL RD,BURLINGTON,NC,27216,ALAMANCE,0.589,0,0.231,0.222,6 out of 10,0 out of 9,6 out of 10,0.65,0,0.407,0.929,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.717,0,1.530,0.710,1 out of 10,5 out of 9,5 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.388,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.457,0.120,8 out of 10,7 out of 9,8 out of 10
2024,340071,BETSY JOHNSON REGIONAL HOSPITAL,800 TILGHMAN DR,DUNN,NC,28334,SAMPSON,0.589,0,0.816,0.688,0 out of 10,1 out of 9,1 out of 10,0.65,0,2.787,1.525,0 out of 10,4 out of 9,4 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.666,1.112,0 out of 10,0 out of 9,0 out of 10
2024,340073,DUKE HEALTH RALEIGH HOSPITAL,3400 WAKE FOREST RD,RALEIGH,NC,27609,WAKE,0.589,0,1.146,0.337,4 out of 10,7 out of 9,7 out of 10,0.65,0,1.498,0.426,4 out of 10,7 out of 9,7 out of 10,0 out of 10,0.717,0,0.521,0.808,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.772,1.209,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.203,0.289,5 out of 10,0 out of 9,5 out of 10
2024,340075,BLUE RIDGE HEALTHCARE HOSPITALS  INC,2201 S STERLING ST,MORGANTON,NC,28655,BURKE,0.589,0,1.305,3.171,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.674,0.241,6 out of 10,6 out of 9,6 out of 10,4 out of 10,0.717,0,1.384,0.702,1 out of 10,4 out of 9,4 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.537,0.000,10 out of 10,9 out of 9,10 out of 10,0.52,0.014,0.667,0.870,0 out of 10,0 out of 9,0 out of 10
2024,340085,NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON RD BOX 789,THOMASVILLE,NC,27360,DAVIDSON,0.589,0,Not Available,0.817,0 out of 10,Not Available,0 out of 10,0.65,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0 out of 10,0.717,0,0.778,1.414,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.290,5 out of 10,0 out of 9,5 out of 10
2024,340087,THE MCDOWELL HOSPITAL,430 RANKIN DRIVE P O BOX 730,MARION,NC,28752,MCDOWELL,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,2.915,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.497,0.327,4 out of 10,3 out of 9,4 out of 10
2024,340090,JOHNSTON HEALTH,509 BRIGHT LEAF BLVD,SMITHFIELD,NC,27577,JOHNSTON,0.589,0,1.356,1.317,0 out of 10,0 out of 9,0 out of 10,0.65,0,2.438,1.913,0 out of 10,2 out of 9,2 out of 10,0 out of 10,0.717,0,0.000,1.056,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.52,0.014,0.658,0.783,0 out of 10,0 out of 9,0 out of 10
2024,340091,MOSES H. CONE MEMORIAL HOSPITAL  THE,1200 N ELM ST,GREENSBORO,NC,27401,GUILFORD,0.589,0,0.881,0.871,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.860,0.809,0 out of 10,0 out of 9,0 out of 10,3 out of 10,0.717,0,1.607,1.031,0 out of 10,3 out of 9,3 out of 10,0.738,0,0.951,Not Available,Not Available,Not Available,Not Available,0.726,0,0.634,0.317,6 out of 10,5 out of 9,6 out of 10,0.52,0.014,0.268,0.119,8 out of 10,5 out of 9,8 out of 10
2024,340096,LEXINGTON MEMORIAL HOSPITAL INC,250 HOSPITAL DRIVE PO BOX 1817,LEXINGTON,NC,27293,DAVIDSON,0.589,0,0.883,1.421,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.739,1.488,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,Not Available,0.732,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.973,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.851,1.087,0 out of 10,0 out of 9,0 out of 10
2024,340097,HUGH CHATHAM MEMORIAL HOSPITAL,180 PARKWOOD DR,ELKIN,NC,28621,SURRY,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.370,1.539,0 out of 10,0 out of 9,0 out of 10
2024,340098,ATRIUM HEALTH PINEVILLE,10628 PARK RD,CHARLOTTE,NC,28210,MECKLENBURG,0.589,0,0.804,1.030,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.234,0.686,0 out of 10,4 out of 9,4 out of 10,6 out of 10,0.717,0,1.025,0.391,5 out of 10,6 out of 9,6 out of 10,0.738,0,0.630,Not Available,Not Available,Not Available,Not Available,0.726,0,1.524,0.869,0 out of 10,4 out of 9,4 out of 10,0.52,0.014,0.495,0.385,3 out of 10,2 out of 9,3 out of 10
2024,340099,VIDANT ROANOKE CHOWAN HOSPITAL,500 S ACADEMY ST,AHOSKIE,NC,27910,HERTFORD,0.589,0,Not Available,2.997,0 out of 10,Not Available,0 out of 10,0.65,0,1.634,3.303,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.729,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.000,0.575,0 out of 10,0 out of 9,0 out of 10
2024,340107,VIDANT EDGECOMBE HOSPITAL,111 HOSPITAL DR,TARBORO,NC,27886,EDGECOMBE,0.589,0,0.000,0.372,4 out of 10,0 out of 9,4 out of 10,0.65,0,1.302,1.582,0 out of 10,0 out of 9,0 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.444,0.527,0 out of 10,0 out of 9,0 out of 10
2024,340109,SENTARA ALBEMARLE MEDICAL CENTER,1144 N ROAD ST,ELIZABETH CITY,NC,27909,PASQUOTANK,0.589,0,Not Available,0.510,2 out of 10,Not Available,2 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0 out of 10,0.717,0,Not Available,1.071,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,1.653,0 out of 10,Not Available,0 out of 10,0.52,0.014,0.833,0.174,7 out of 10,8 out of 9,8 out of 10
2024,340113,CAROLINAS MEDICAL CENTER/BEHAV HEALTH,1000 BLYTHE BLVD,CHARLOTTE,NC,28203,MECKLENBURG,0.589,0,1.144,1.531,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.528,0.850,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.717,0,0.649,0.654,1 out of 10,0 out of 9,1 out of 10,0.738,0,0.779,2.651,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.584,0.764,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.517,0.329,4 out of 10,3 out of 9,4 out of 10
2024,340114,REX HOSPITAL,4420 LAKE BOONE TRAIL,RALEIGH,NC,27607,WAKE,0.589,0,0.679,1.119,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.703,1.034,0 out of 10,0 out of 9,0 out of 10,7 out of 10,0.717,0,1.308,0.323,5 out of 10,7 out of 9,7 out of 10,0.738,0,0.199,0.315,6 out of 10,0 out of 9,6 out of 10,0.726,0,0.593,0.677,1 out of 10,0 out of 9,1 out of 10,0.52,0.014,0.942,0.623,0 out of 10,3 out of 9,3 out of 10
2024,340115,FIRSTHEALTH MOORE REGIONAL HOSPITAL,155 MEMORIAL DRIVE,PINEHURST,NC,28374,MOORE,0.589,0,0.669,0.804,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.850,0.634,1 out of 10,2 out of 9,2 out of 10,3 out of 10,0.717,0,1.469,0.813,0 out of 10,4 out of 9,4 out of 10,0.738,0,0.000,1.873,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.851,0.785,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.556,0.292,5 out of 10,4 out of 9,5 out of 10
2024,340116,FRYE REGIONAL MEDICAL CENTER,420 N CENTER ST,HICKORY,NC,28601,CATAWBA,0.589,0,0.945,2.202,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.447,1.284,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.000,1.250,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,1.702,2.262,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.617,0.430,2 out of 10,3 out of 9,3 out of 10
2024,340119,STANLY REGIONAL MEDICAL CENTER,301 YADKIN ST,ALBEMARLE,NC,28001,STANLY,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.000,1.211,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.260,0.361,3 out of 10,0 out of 9,3 out of 10
2024,340120,VIDANT DUPLIN HOSPITAL,401 N MAIN ST,KENANSVILLE,NC,28349,DUPLIN,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.038,0.225,6 out of 10,7 out of 9,7 out of 10
2024,340123,RANDOLPH HOSPITAL,364 WHITE OAK STREET,ASHEBORO,NC,27204,RANDOLPH,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,0.755,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,2.634,0.981,0 out of 10,6 out of 9,6 out of 10,0.52,0.014,0.628,0.236,6 out of 10,6 out of 9,6 out of 10
2024,340126,WILSON MEDICAL CENTER,1705 S TARBORO ST,WILSON,NC,27893,WILSON,0.589,0,0.904,Not Available,Not Available,Not Available,Not Available,0.65,0,3.425,0.000,10 out of 10,9 out of 9,10 out of 10,0 out of 10,0.717,0,0.000,1.753,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,1.235,0.877,0 out of 10,2 out of 9,2 out of 10
2024,340127,GRANVILLE HEALTH SYSTEMS,1010 COLLEGE ST,OXFORD,NC,27565,GRANVILLE,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,0.462,2 out of 10,0 out of 9,2 out of 10
2024,340129,LAKE NORMAN REGIONAL MEDICAL CENTER,171 FAIRVIEW ROAD,MOORESVILLE,NC,28117,IREDELL,0.589,0,0.761,2.166,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.033,0.937,0 out of 10,0 out of 9,0 out of 10,5 out of 10,0.717,0,Not Available,0.841,0 out of 10,Not Available,0 out of 10,0.738,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.703,0.502,1 out of 10,2 out of 9,2 out of 10
2024,340130,ATRIUM HEALTH UNION,600 HOSPITAL DR,MONROE,NC,28112,UNION,0.589,0,0.907,3.601,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.000,0.263,6 out of 10,0 out of 9,6 out of 10,0 out of 10,0.717,0,1.007,1.654,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.603,1.557,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.298,0.466,1 out of 10,0 out of 9,1 out of 10
2024,340131,CAROLINA EAST MEDICAL CENTER,2000 NEUSE BLVD,NEW BERN,NC,28560,CRAVEN,0.589,0,0.000,0.174,7 out of 10,0 out of 9,7 out of 10,0.65,0,0.798,0.773,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.754,0.924,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,1.271,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.317,0.343,4 out of 10,0 out of 9,4 out of 10
2024,340132,MARIA PARHAM MEDICAL CENTER,PO BOX 59,HENDERSON,NC,27536,VANCE,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,0.000,10 out of 10,Not Available,10 out of 10,0.52,0.014,0.970,0.319,4 out of 10,6 out of 9,6 out of 10
2024,340141,NOVANT HEALTH NEW HANOVER REGIONAL MEDICAL CENTER,2131 S 17TH ST BOX 9000,WILMINGTON,NC,28402,NEW HANOVER,0.589,0,0.855,1.455,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.702,1.445,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.527,1.174,0 out of 10,0 out of 9,0 out of 10,0.738,0,0.639,1.640,0 out of 10,0 out of 9,0 out of 10,0.726,0,0.688,0.601,2 out of 10,1 out of 9,2 out of 10,0.52,0.014,0.950,0.714,0 out of 10,2 out of 9,2 out of 10
2024,340142,CARTERET GENERAL HOSPITAL,3500 ARENDELL ST,MOREHEAD CITY,NC,28557,CARTERET,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,Not Available,Not Available,Not Available,Not Available,Not Available,1 out of 10,0.717,0,0.688,0.647,1 out of 10,0 out of 9,1 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.386,0.353,3 out of 10,0 out of 9,3 out of 10
2024,340143,CATAWBA VALLEY MEDICAL CENTER,810 FAIRGROVE CHURCH RD,HICKORY,NC,28602,CATAWBA,0.589,0,1.335,0.973,0 out of 10,2 out of 9,2 out of 10,0.65,0,0.698,0.628,1 out of 10,1 out of 9,1 out of 10,10 out of 10,0.717,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.738,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.726,0,0.000,0.884,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.303,0.066,9 out of 10,8 out of 9,9 out of 10
2024,340145,ATRIUM HEALTH LINCOLN,433 MCALISTER RD,LINCOLNTON,NC,28092,LINCOLN,0.589,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.65,0,0.000,0.452,3 out of 10,0 out of 9,3 out of 10,0 out of 10,0.717,0,0.000,2.930,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.52,0.014,0.247,0.170,7 out of 10,3 out of 9,7 out of 10
2024,340147,NASH GENERAL HOSPITAL,2460 CURTIS ELLIS DRIVE,ROCKY MOUNT,NC,27804,NASH,0.589,0,1.563,1.598,0 out of 10,0 out of 9,0 out of 10,0.65,0,1.129,3.333,0 out of 10,0 out of 9,0 out of 10,0 out of 10,0.717,0,0.613,2.730,0 out of 10,0 out of 9,0 out of 10,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.394,0.460,4 out of 10,0 out of 9,4 out of 10,0.52,0.014,0.571,0.324,4 out of 10,4 out of 9,4 out of 10
2024,340148,NOVANT HEALTH MEDICAL PARK HOSPITAL,1950 S HAWTHORNE RD,WINSTON-SALEM,NC,27103,FORSYTH,0.589,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.65,0,0.968,0.941,0 out of 10,0 out of 9,0 out of 10,10 out of 10,0.717,0,0.496,0.000,10 out of 10,9 out of 9,10 out of 10,0.738,0,0.000,0.000,10 out of 10,0 out of 9,10 out of 10,0.726,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.52,0.014,0.000,Not Available,Not Available,Not Available,Not Available
2024,340151,ECU HEALTH NORTH HOSPITAL,250 SMITH CHURCH ROAD,ROANOKE RAPIDS,NC,27870,HALIFAX,0.589,0,2.481,1.455,0 out of 10,4 out of 9,4 out of 10,0.65,0,0.929,0.547,2 out of 10,4 out of 9,4 out of 10,Not Available,0.717,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.738,0,Not Available,Not Available,Not Available,Not Available,Not Available,0.726,0,0.000,0.641,2 out of 10,0 out of 9,2 out of 10,0.52,0.014,0.637,0.970,0 out of 10,0 out of 9,0 out of 10
2024,340155,DUKE REGIONAL HOSPITAL,3643 N ROXBORO STREET,DURHAM,NC,27704,DURHAM,0.589,0,0.481,0.704,0 out of 10,0 out of 9,0 out of 10,0.65,0,0.721,0.910,0 out of 10,0 out of 9,0 out of 10,1 out of 10,0.717,0,0.589,0.642,1 out of 10,0 out of 9,1 out of 10,0.738,0,0.000,Not Available,Not Available,Not Available,Not Available,0.726,0,0.736,0.733,0 out of 10,0 out of 9,0 out of 10,0.52,0.014,0.768,0.107,8 out of 10,8 out of 9,8 out of 10
